City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Broome,42.2506,-75.833,19.98,66,75,6.91,US,1643580296
Warwick,41.7001,-71.4162,22.95,46,9,3.0,US,1643580029
Xingyi,24.1877,102.817,41.94,97,50,4.07,CN,1643580297
Yerofey Pavlovich,53.9667,121.9667,-5.71,94,100,2.98,RU,1643580298
Grand Gaube,-20.0064,57.6608,79.2,81,100,3.0,MU,1643580299
Aksarka,66.5606,67.7975,-12.5,100,85,4.5,RU,1643580300
Tiksi,71.6872,128.8694,-18.11,100,96,4.45,RU,1643580300
Sanguéya,10.7,-14.3667,73.02,85,9,1.25,GN,1643580301
Dunedin,-45.8742,170.5036,67.8,69,0,15.01,NZ,1643580040
Wanning,18.8003,110.3967,69.39,85,99,13.31,CN,1643580250
Timbiquí,2.7717,-77.6654,75.18,91,100,3.2,CO,1643580302
Atambua,-9.1061,124.8925,74.64,87,91,7.76,ID,1643580303
Kolpashevo,58.3131,82.9089,3.2,95,98,7.11,RU,1643580303
Kamenka,51.3223,42.7678,26.74,95,100,13.76,RU,1643580304
Marzuq,14.4,46.4667,60.44,82,4,5.53,YE,1643580305
Broken Hill,-31.95,141.4333,77.14,69,100,3.31,AU,1643580306
Inírida,3.8653,-67.9239,86.99,45,16,1.25,CO,1643580306
Bathsheba,13.2167,-59.5167,79.41,69,40,13.8,BB,1643580307
Fuyang,32.9,115.8167,34.38,84,100,5.28,CN,1643580309
Iskateley,67.6803,53.1512,12.96,93,100,14.72,RU,1643580310
Yatou,37.15,122.3833,30.52,63,6,6.78,CN,1643580310
Pitsunda,43.1592,40.3378,39.38,67,99,13.11,GE,1643580311
Bubanza Province,-3.1167,29.4,68.52,98,100,1.43,BI,1643580312
Collinsville,38.6703,-89.9846,39.83,50,0,8.99,US,1643580312
Lumeje,-11.55,20.7833,65.26,84,100,4.94,AO,1643580313
Jalu,29.0331,21.5482,54.41,57,73,15.52,LY,1643580313
Hede,33.7681,120.2517,30.99,68,75,5.93,CN,1643580314
Houma,29.5958,-90.7195,66.0,49,0,13.8,US,1643580088
Cabra,37.4725,-4.4421,51.91,37,60,3.62,ES,1643580315
Fuengirola,36.54,-4.6247,58.35,44,20,6.91,ES,1643580167
Nelson Bay,-32.7167,152.15,79.09,81,80,4.74,AU,1643580316
Krasnosel'kup,65.7,82.4667,0.48,95,98,8.08,RU,1643580316
Acapulco de Juárez,16.8634,-99.8901,84.02,70,20,4.61,MX,1643580290
Shache,38.4167,77.2406,28.71,41,100,1.86,CN,1643580249
Fort-Shevchenko,44.5086,50.263,36.99,86,91,8.39,KZ,1643580079
Odienné,9.51,-7.5692,78.8,15,36,4.36,CI,1643580318
Porto-Novo,6.4965,2.6036,75.78,66,75,2.04,BJ,1643580318
Sehithwa,-20.4667,22.7167,68.79,88,81,7.02,BW,1643580319
Jinchang,38.4953,102.1739,15.15,39,70,5.88,CN,1643580320
Kalmunai,7.4167,81.8167,76.33,88,50,5.06,LK,1643580321
Vao,-22.6667,167.4833,79.07,84,100,5.88,NC,1643580237
Malanje,-9.5402,16.341,64.45,96,100,3.62,AO,1643580322
Salalah,17.0151,54.0924,68.04,68,13,1.88,OM,1643580113
Bratsk,56.1325,101.6142,-6.66,99,100,1.16,RU,1643580323
Consolación del Sur,22.5047,-83.5136,64.98,48,2,12.5,CU,1643580323
Kamalasai,16.3384,103.5756,73.24,74,51,10.47,TH,1643580325
Norman Wells,65.282,-126.8329,-11.2,97,99,6.53,CA,1643580325
Loudéac,48.1783,-2.7543,49.1,93,46,7.61,FR,1643580326
Touros,-5.1989,-35.4608,80.51,76,20,12.57,BR,1643580061
Nur-Sultan,51.1801,71.446,12.15,85,100,13.42,KZ,1643580327
Arkhangelsk,64.5401,40.5433,15.91,92,100,4.47,RU,1643580327
Thanh Pho Uong Bi,21.0333,106.7833,55.38,90,100,3.36,VN,1643580328
Bud,39.447,-86.1758,36.82,59,57,9.26,US,1643580328
El Reno,35.5323,-97.955,66.54,15,0,4.61,US,1643580329
Mbanza-Ngungu,-5.25,14.8667,67.82,95,100,3.02,CD,1643580330
Hambantota,6.1241,81.1185,75.54,100,0,2.3,LK,1643580330
Tolga,34.7222,5.3785,51.58,28,0,4.9,DZ,1643580331
Santa Cruz Cabrália,-16.2781,-39.0247,80.83,83,20,12.66,BR,1643580331
Ormara,25.2088,64.6357,72.19,75,0,16.33,PK,1643580332
Kewanee,41.2456,-89.9248,29.53,82,100,8.55,US,1643580333
Sakakah,29.9697,40.2064,48.34,44,100,12.1,SA,1643580333
Savannah Bight,16.45,-85.85,73.99,66,90,14.52,HN,1643580334
Pendleton,45.6721,-118.7886,49.91,35,99,0.92,US,1643580128
La Plata,-34.9215,-57.9545,86.04,48,2,6.73,AR,1643580335
Linares,-35.85,-71.6,86.05,19,0,10.63,CL,1643580335
Kāzerūn,29.6195,51.6541,51.51,49,83,1.21,IR,1643580336
Alice Springs,-23.7,133.8833,72.95,100,75,10.36,AU,1643580212
Abu Dhabi,24.4667,54.3667,66.96,72,0,1.14,AE,1643580182
Scarborough,54.2797,-0.4044,46.51,86,94,5.01,GB,1643580070
Changqing,36.5575,116.7272,29.34,28,62,8.5,CN,1643580338
Kasane,-17.8167,25.15,66.04,98,100,6.69,BW,1643580339
Torbay,47.6666,-52.7314,40.57,81,100,13.0,CA,1643580331
Cururupu,-1.8283,-44.8683,74.71,95,98,5.86,BR,1643580340
Sorong,-0.8833,131.25,81.57,76,100,10.76,ID,1643580316
Kaitangata,-46.2817,169.8464,68.94,75,16,0.29,NZ,1643580341
Mil'kovo,54.7167,158.6167,10.74,93,100,2.51,RU,1643580342
Ganzhou,28.8184,115.4327,39.27,83,100,2.75,CN,1643580343
São Gabriel da Cachoeira,-0.1303,-67.0892,81.16,78,80,0.49,BR,1643580344
Ojinaga,29.5667,-104.4167,73.58,32,0,3.44,MX,1643580345
Juneau,58.3019,-134.4197,35.6,93,100,3.44,US,1643580345
Meulaboh,4.1363,96.1285,76.55,86,86,3.22,ID,1643580346
Churapcha,62.0025,132.4325,-38.04,100,86,1.95,RU,1643580346
Santa Cruz de la Sierra,-17.8,-63.1667,88.99,38,13,8.3,BO,1643580182
Skibbereen,51.55,-9.2667,46.2,76,94,16.82,IE,1643580347
Agüimes,27.9054,-15.4461,59.67,72,6,3.44,ES,1643580348
Kruisfontein,-34.0033,24.7314,68.88,96,80,5.3,ZA,1643580151
Ubari,26.5921,12.7805,45.19,50,0,3.29,LY,1643580349
Arrondissement de Muret,43.3333,1.25,37.78,94,3,6.71,FR,1643580349
Bar Harbor,44.3876,-68.2039,21.02,48,0,18.99,US,1643580350
San Patricio,28.017,-97.5169,71.69,54,45,13.47,US,1643580351
Fort William,56.8165,-5.1121,44.31,77,100,23.94,GB,1643580351
Shelburne,44.0787,-80.2041,16.84,73,64,5.61,CA,1643580075
Namie,37.4833,141.0,31.96,69,49,12.33,JP,1643580353
Kamenskiy,50.8855,45.488,20.95,95,98,9.31,RU,1643580354
Bridlington,54.0831,-0.1919,45.9,71,96,30.71,GB,1643580354
Bibiani,6.4635,-2.3194,70.97,30,100,3.33,GH,1643580355
Safi,32.2994,-9.2372,63.14,52,39,6.6,MA,1643580146
Kralendijk,12.15,-68.2667,78.44,69,10,13.09,BQ,1643580367
Mayen,50.3333,7.2167,37.67,88,60,5.82,DE,1643580367
Chabahar,25.2919,60.643,71.71,77,0,13.71,IR,1643580312
Beroroha,-21.6667,45.1667,77.58,61,0,6.11,MG,1643580369
Forsytheganj,52.6333,29.7333,31.73,97,100,8.1,BY,1643580369
Rio Claro,-22.4114,-47.5614,68.4,96,100,4.05,BR,1643580138
Srednekolymsk,67.45,153.6833,-27.63,100,100,3.69,RU,1643580371
Tagusao,9.1924,117.8141,78.3,84,10,4.56,PH,1643580371
Andros,37.8333,24.9333,48.76,71,11,3.56,GR,1643580372
Suba,10.8438,121.0102,80.44,80,63,5.91,PH,1643580372
Airai,-8.9266,125.4092,60.91,90,82,4.03,TL,1643580373
Ballina,-28.8667,153.5667,77.04,96,52,8.43,AU,1643580373
Plettenberg Bay,-34.0527,23.3716,69.19,93,85,1.92,ZA,1643580374
Buala,-8.145,159.5921,82.51,78,100,4.83,SB,1643580374
Bonthe,7.5264,-12.505,78.57,84,7,8.95,SL,1643580375
San Bartolomé de Tirajana,27.9248,-15.5733,52.32,77,6,3.44,ES,1643580376
Rancho Palos Verdes,33.7445,-118.387,77.94,51,0,5.01,US,1643580376
Half Moon Bay,37.4636,-122.4286,66.54,72,0,4.0,US,1643580377
Havøysund,70.9963,24.6622,31.08,62,94,13.96,NO,1643580378
Correntina,-13.3433,-44.6367,70.74,91,99,3.78,BR,1643580378
Quechultenango,17.4167,-99.2167,78.85,52,79,6.15,MX,1643580379
Ambon City,-3.6954,128.1814,82.54,74,40,14.97,ID,1643580380
Vila Franca do Campo,37.7167,-25.4333,59.41,80,47,15.12,PT,1643580356
Shahreza,32.0339,51.8794,34.12,39,1,4.43,IR,1643580380
Cravo Norte,6.3017,-70.2041,92.64,26,100,10.22,CO,1643580381
Ust-Maya,60.4167,134.5333,-33.39,100,100,0.69,RU,1643580376
Mitsamiouli,-11.3847,43.2844,80.51,74,2,3.42,KM,1643580383
Daru,-9.0763,143.2092,76.21,89,100,7.29,PG,1643580383
Atar,20.5169,-13.0499,79.79,11,100,8.72,MR,1643580385
Horodnytsya,50.807,27.3168,31.24,95,100,19.35,UA,1643580386
Nuevo Ideal,24.8875,-105.0728,68.95,13,16,24.81,MX,1643580387
Ust'-Kulom,61.6864,53.6902,-9.27,100,86,2.33,RU,1643580387
Novodugino,55.6305,34.2842,25.38,96,100,7.72,RU,1643580388
Tromsø,69.6496,18.957,23.02,74,75,14.97,NO,1643580389
Bentiu,9.2333,29.8333,74.28,19,100,7.0,SS,1643580389
Illapel,-31.6308,-71.1653,73.31,60,3,7.61,CL,1643580390
Sitka,57.0531,-135.33,36.46,95,99,1.74,US,1643580163
Sechura,-5.5569,-80.8222,78.06,63,76,14.61,PE,1643580391
Walvis Bay,-22.9575,14.5053,66.09,82,100,9.57,NA,1643580391
Bambous Virieux,-20.3428,57.7575,79.05,94,75,11.5,MU,1643580392
Manado,1.487,124.8455,74.17,100,20,0.0,ID,1643580392
Glace Bay,46.1969,-59.957,27.97,72,93,7.0,CA,1643580276
Goianápolis,-16.5106,-49.0239,72.68,96,100,4.38,BR,1643580393
Pervomayskiy,53.2485,40.2871,22.14,95,100,13.47,RU,1643580394
Malatya Province,38.5,38.0,21.25,93,75,2.3,TR,1643580394
Zonguldak,41.25,31.8333,32.16,99,100,5.28,TR,1643580395
Mangan,27.5167,88.5333,50.13,62,90,3.78,IN,1643580395
Gazli,40.1333,63.45,33.8,61,70,13.27,UZ,1643580397
Barsovo,61.1667,73.1667,6.93,99,100,5.37,RU,1643580397
Bāfq,31.6128,55.4107,45.79,34,56,0.58,IR,1643580398
Saint-Pierre,-21.3393,55.4781,78.48,73,11,11.5,RE,1643580399
Itaituba,-4.2761,-55.9836,75.31,89,100,0.74,BR,1643580399
Ostrovnoy,68.0531,39.5131,12.16,95,98,8.23,RU,1643580400
Nagapattinam,10.7667,79.8333,76.96,78,33,9.37,IN,1643580400
Clarence Town,-32.5833,151.7833,79.34,66,66,1.05,AU,1643580401
Ilia Prefecture,37.75,21.5833,43.9,79,22,3.18,GR,1643580401
Nkowakowa,-23.8878,30.2871,69.53,89,93,1.21,ZA,1643580402
Yashkul',46.1711,45.3435,30.74,88,70,8.14,RU,1643580402
Katobu,-4.9408,122.5276,76.66,90,100,3.33,ID,1643580403
Cienfuegos,22.1461,-80.4356,65.21,42,0,15.77,CU,1643580248
Rabak,13.1809,32.74,67.6,14,9,15.32,SD,1643580404
Kerema,-7.9631,145.7785,76.87,81,100,4.56,PG,1643580405
Kasongo-Lunda,-6.4667,16.8167,71.6,90,100,1.48,CD,1643580406
Paulo Afonso,-9.4061,-38.2147,85.73,45,91,15.73,BR,1643580196
Youghal,51.95,-7.8506,44.67,89,98,17.25,IE,1643580407
Muroto-misakicho,33.2833,134.15,35.64,57,19,15.93,JP,1643580407
Parambu,-6.2111,-40.6944,75.13,66,99,3.6,BR,1643580408
Mizdah,31.4451,12.9801,43.99,77,0,7.36,LY,1643580408
Lethem,3.3803,-59.7968,89.19,39,82,14.47,GY,1643580409
Sesheke,-17.4759,24.2968,66.49,98,97,7.76,ZM,1643580410
Telford,52.6766,-2.4493,47.16,63,84,24.02,GB,1643580411
Kapuskasing,49.4169,-82.4331,1.56,91,100,5.01,CA,1643580411
Rome,43.2128,-75.4557,19.26,47,0,4.61,US,1643580219
Great Falls,47.5002,-111.3008,51.42,28,100,10.0,US,1643579987
Konyshevka,51.8418,35.2941,29.91,95,100,13.62,RU,1643580413
Port Hedland,-20.3167,118.5667,80.65,83,94,9.22,AU,1643580413
Dehlorān,32.6941,47.2679,51.67,34,31,3.87,IR,1643580417
Nivala,63.9167,24.9667,16.68,94,100,7.0,FI,1643580147
Kudahuvadhoo,2.6708,72.8944,81.48,77,45,11.95,MV,1643580418
Umarkot,25.3616,69.7362,64.29,88,0,8.61,PK,1643580419
Anantapur,14.6833,77.6,72.07,60,2,4.5,IN,1643580421
Avera,33.194,-82.5271,58.71,47,0,14.76,US,1643580148
Ambilobe,-13.2,49.05,74.39,93,86,1.88,MG,1643580400
Guozhen,34.3659,107.359,28.27,66,39,1.88,CN,1643580422
Intipucá,13.1969,-88.0544,94.89,38,10,10.89,SV,1643580423
Margate,51.3813,1.3862,44.31,78,94,5.99,GB,1643580219
Yakeshi,49.2833,120.7333,-29.92,100,93,1.61,CN,1643580424
Port Macquarie,-31.4333,152.9167,77.9,77,8,4.59,AU,1643580425
Port Hardy,50.6996,-127.4199,42.76,87,100,10.36,CA,1643580425
Pangody,65.85,74.4859,-4.4,98,98,7.0,RU,1643580426
Wencheng,33.0559,113.7978,33.62,83,100,4.79,CN,1643580426
Ugep,5.8086,8.0812,74.7,32,97,2.39,NG,1643580427
Perth,-31.9333,115.8333,68.04,70,0,11.5,AU,1643580428
Farim,12.4839,-15.2217,77.02,36,73,5.77,GW,1643580428
Viedma,-40.8135,-62.9967,69.15,18,64,20.69,AR,1643580429
Tullamore,53.2739,-7.4889,44.38,84,81,15.43,IE,1643580430
Belyy Yar,53.6039,91.3903,-20.31,81,75,2.24,RU,1643580431
Sur,22.5667,59.5289,71.37,65,0,5.23,OM,1643580247
Kungurtug,50.5994,97.5228,-23.37,98,24,1.52,RU,1643580362
Béboto,8.2668,16.939,75.4,16,89,7.65,TD,1643580432
Kang,-23.6752,22.7876,68.83,82,99,14.12,BW,1643580433
Alofi,-19.0595,-169.9187,73.87,87,100,8.57,NU,1643580435
Teguise,29.0605,-13.564,62.82,39,0,9.22,ES,1643580435
Katsuura,35.1333,140.3,38.19,52,100,11.48,JP,1643580436
Hamilton,39.1834,-84.5333,39.72,58,0,1.99,US,1643580324
